"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","Day"
"129992",2007-04-01,2019-11-03 06:31:00,0.23,0,243.18,1,0,0,0,0
"129993",2007-04-01,2019-11-03 06:32:00,0.23,0,243.03,1,0,0,0,0
"129994",2007-04-01,2019-11-03 06:33:00,0.228,0,242.06,1,0,0,0,0
"129995",2007-04-01,2019-11-03 06:34:00,0.23,0,243.28,1,0,0,0,0
"129996",2007-04-01,2019-11-03 06:35:00,0.57855,0,243.76,1,0,0,0,0
"129997",2007-04-01,2019-11-03 06:36:00,0.57685,0,243.49,1,0,0,0,0
"129998",2007-04-01,2019-11-03 06:37:00,0.57375,0,243.64,1,0,0,0,0
"129999",2007-04-01,2019-11-03 06:38:00,0.5702,0,243.72,1,0,0,0,0
"130000",2007-04-01,2019-11-03 06:39:00,0.5665,0,243.89,1,0,0,0,0
"130001",2007-04-01,2019-11-03 06:40:00,0.5628,0,244.64,1,0,0,0,0
"130002",2007-04-01,2019-11-03 06:41:00,0.232,0,244.59,1,0,0,0,0
"130003",2007-04-01,2019-11-03 06:42:00,0.5555,0,245.46,1,0,0,0,0
"130004",2007-04-01,2019-11-03 06:43:00,0.55425,0.08,245.99,1.4,0,0,0,0
"130005",2007-04-01,2019-11-03 06:44:00,0.5514,0.086,246.04,1.2,0,0,0,0
"130006",2007-04-01,2019-11-03 06:45:00,0.5472,0.084,245.74,1.2,0,0,0,0
"130007",2007-04-01,2019-11-03 06:46:00,0.31,0.084,245.46,1.2,0,0,0,0
"130008",2007-04-01,2019-11-03 06:47:00,0.406,0.188,245.41,1.8,0,0,0,0
"130009",2007-04-01,2019-11-03 06:48:00,0.5444,0.222,245.23,1.8,0,0,0,0
"130010",2007-04-01,2019-11-03 06:49:00,0.416,0.224,245.49,1.8,0,0,0,0
"130011",2007-04-01,2019-11-03 06:50:00,0.414,0.226,245.72,1.8,0,0,0,0
"130012",2007-04-01,2019-11-03 06:51:00,0.41,0.222,245.01,1.8,0,0,0,0
"130013",2007-04-01,2019-11-03 06:52:00,0.5449,0.188,244.87,1.8,0,0,0,0
"130014",2007-04-01,2019-11-03 06:53:00,0.5432,0.114,245.33,1.4,0,0,0,0
"130015",2007-04-01,2019-11-03 06:54:00,0.328,0.114,245.5,1.4,0,0,0,0
"130016",2007-04-01,2019-11-03 06:55:00,0.5397,0.114,245.13,1.4,0,0,0,0
"130017",2007-04-01,2019-11-03 06:56:00,0.53805,0.114,245.17,1.4,0,0,0,0
"130018",2007-04-01,2019-11-03 06:57:00,0.33,0.11,244.59,1.4,0,0,0,0
"130019",2007-04-01,2019-11-03 06:58:00,0.53485,0.114,245.24,1.4,0,0,0,0
"130020",2007-04-01,2019-11-03 06:59:00,0.33,0.114,245.56,1.4,0,0,0,0
"130021",2007-04-01,2019-11-03 07:00:00,0.328,0.11,244.44,1.4,0,0,0,0
"130022",2007-04-01,2019-11-03 07:01:00,0.324,0.106,243.65,1.4,0,0,0,0
"130023",2007-04-01,2019-11-03 07:02:00,0.266,0,244.02,1.2,0,0,0,0
"130024",2007-04-01,2019-11-03 07:03:00,0.222,0,243.22,1,0,0,0,0
"130025",2007-04-01,2019-11-03 07:04:00,0.53815,0,243.08,1,0,0,0,0
"130026",2007-04-01,2019-11-03 07:05:00,0.53805,0,243.54,1,0,0,0,0
"130027",2007-04-01,2019-11-03 07:06:00,0.53805,0,243.31,1,0,0,0,0
"130028",2007-04-01,2019-11-03 07:07:00,0.23,0,243.58,1,0,0,0,0
"130029",2007-04-01,2019-11-03 07:08:00,0.538,0,244.29,1,0,0,0,0
"130030",2007-04-01,2019-11-03 07:09:00,0.232,0,244.79,1,0,0,0,0
"130031",2007-04-01,2019-11-03 07:10:00,0.23,0,244.2,1,0,0,0,0
"130032",2007-04-01,2019-11-03 07:11:00,0.224,0,244.38,1,0,0,0,0
"130033",2007-04-01,2019-11-03 07:12:00,0.222,0,243.66,1,0,0,0,0
"130034",2007-04-01,2019-11-03 07:13:00,0.224,0,244.53,1,0,0,0,0
"130035",2007-04-01,2019-11-03 07:14:00,0.226,0,244.1,1,0,0,0,0
"130036",2007-04-01,2019-11-03 07:15:00,0.23,0,243.85,1,0,0,0,0
"130037",2007-04-01,2019-11-03 07:16:00,0.5375,0,243.97,1,0,0,0,0
"130038",2007-04-01,2019-11-03 07:17:00,0.232,0,244.62,1,0,0,0,0
"130039",2007-04-01,2019-11-03 07:18:00,0.232,0,244.45,1,0,0,0,0
"130040",2007-04-01,2019-11-03 07:19:00,0.232,0,244.54,1,0,0,0,0
"130041",2007-04-01,2019-11-03 07:20:00,0.5375,0,245.24,1,0,0,0,0
"130042",2007-04-01,2019-11-03 07:21:00,0.53735,0,245.55,1,0,0,0,0
"130043",2007-04-01,2019-11-03 07:22:00,0.5372,0,246.11,1,0,0,0,0
"130044",2007-04-01,2019-11-03 07:23:00,0.228,0,246.26,1,0,0,0,0
"130045",2007-04-01,2019-11-03 07:24:00,0.236,0,246.56,1,0,0,0,0
"130046",2007-04-01,2019-11-03 07:25:00,0.531,0,246.09,1,0,0,0,0
"130047",2007-04-01,2019-11-03 07:26:00,0.234,0,246.02,1,0,0,0,0
"130048",2007-04-01,2019-11-03 07:27:00,0.52475,0,245.07,1,0,0,0,0
"130049",2007-04-01,2019-11-03 07:28:00,0.234,0,245.53,1,0,0,0,0
"130050",2007-04-01,2019-11-03 07:29:00,0.5188,0.12,245.28,1.8,0,0,0,0
"130051",2007-04-01,2019-11-03 07:30:00,0.51995,0.216,244.57,2,0,0,0,0
"130052",2007-04-01,2019-11-03 07:31:00,0.5216,0.22,245.04,2,0,0,0,0
"130053",2007-04-01,2019-11-03 07:32:00,0.412,0.222,245.18,1.8,0,0,0,0
"130054",2007-04-01,2019-11-03 07:33:00,0.414,0.22,244.65,1.8,0,0,0,0
"130055",2007-04-01,2019-11-03 07:34:00,0.412,0.216,244.09,1.8,0,0,0,0
"130056",2007-04-01,2019-11-03 07:35:00,0.41,0.218,244.29,1.8,0,0,0,0
"130057",2007-04-01,2019-11-03 07:36:00,0.53055,0.22,244.89,1.8,0,0,0,0
"130058",2007-04-01,2019-11-03 07:37:00,0.472,0.22,245.1,2,0,0,0,0
"130059",2007-04-01,2019-11-03 07:38:00,0.5385,0.22,245.16,2.2,0,0,0,0
"130060",2007-04-01,2019-11-03 07:39:00,0.464,0.158,244.82,2,0,0,0,0
"130061",2007-04-01,2019-11-03 07:40:00,0.54445,0.112,245.23,1.8,0,0,0,0
"130062",2007-04-01,2019-11-03 07:41:00,0.5546,0.108,244.73,3.6,0,0,3,0
"130063",2007-04-01,2019-11-03 07:42:00,1.648,0.09,242.79,6.8,0,0,19,0
"130064",2007-04-01,2019-11-03 07:43:00,1.646,0.094,243.55,6.6,0,0,19,0
"130065",2007-04-01,2019-11-03 07:44:00,0.6599,0.092,243.07,6.6,0,0,18,0
"130066",2007-04-01,2019-11-03 07:45:00,1.546,0,243.24,6.2,0,0,19,0
"130067",2007-04-01,2019-11-03 07:46:00,0.72265,0,243.09,5.8,0,0,18,0
"130068",2007-04-01,2019-11-03 07:47:00,0.773,0,242.23,9.6,0,0,18,0
"130069",2007-04-01,2019-11-03 07:48:00,0.8405,0,242.21,12,0,0,18,0
"130070",2007-04-01,2019-11-03 07:49:00,2.928,0,242.23,12,0,0,18,0
"130071",2007-04-01,2019-11-03 07:50:00,2.924,0,242.07,12,0,0,18,0
"130072",2007-04-01,2019-11-03 07:51:00,2.93,0,242.34,12,0,0,18,0
"130073",2007-04-01,2019-11-03 07:52:00,1.11055,0,242.11,12,0,0,18,0
"130074",2007-04-01,2019-11-03 07:53:00,2.928,0,242.14,12,0,0,18,0
"130075",2007-04-01,2019-11-03 07:54:00,1.2482,0,241.78,12.4,0,0,18,0
"130076",2007-04-01,2019-11-03 07:55:00,2.862,0,242.02,12,0,0,18,0
"130077",2007-04-01,2019-11-03 07:56:00,2.578,0.054,242.24,10.8,0,0,18,0
"130078",2007-04-01,2019-11-03 07:57:00,2.684,0.056,242.6,11.2,0,0,18,0
"130079",2007-04-01,2019-11-03 07:58:00,1.47045,0.048,243.29,6.8,0,0,18,0
"130080",2007-04-01,2019-11-03 07:59:00,1.794,0.05,243.38,7.2,0,0,18,0
"130081",2007-04-01,2019-11-03 08:00:00,1.54875,0.05,243.27,7.4,0,0,18,0
"130082",2007-04-01,2019-11-03 08:01:00,1.79,0.17,243.38,7.4,0,0,18,0
"130083",2007-04-01,2019-11-03 08:02:00,1.728,0.182,243.04,7.2,0,0,18,0
"130084",2007-04-01,2019-11-03 08:03:00,1.6841,0.148,241.55,11,0,0,18,0
"130085",2007-04-01,2019-11-03 08:04:00,3.116,0.136,241.09,13,0,0,18,0
"130086",2007-04-01,2019-11-03 08:05:00,2.61715,0.12,239.54,19.6,0,0,18,0
"130087",2007-04-01,2019-11-03 08:06:00,2.72805,0.09,239.17,19.4,0,0,17,0
"130088",2007-04-01,2019-11-03 08:07:00,2.83625,0.072,240.34,18.8,0,0,18,0
"130089",2007-04-01,2019-11-03 08:08:00,2.99,0.288,237.97,27.2,0,0,17,0
"130090",2007-04-01,2019-11-03 08:09:00,3.604,0.078,240.24,15.4,0,0,18,0
"130091",2007-04-01,2019-11-03 08:10:00,2.3825,0.22,240.34,12.6,0,0,18,0
"130092",2007-04-01,2019-11-03 08:11:00,2.66,0.148,241.09,11.6,0,0,17,0
"130093",2007-04-01,2019-11-03 08:12:00,2.4981,0.124,240.49,12.2,0,0,18,0
"130094",2007-04-01,2019-11-03 08:13:00,2.56475,0.084,240.18,13,0,0,18,0
"130095",2007-04-01,2019-11-03 08:14:00,2.714,0.136,240.19,12.2,0,0,18,0
"130096",2007-04-01,2019-11-03 08:15:00,2.68035,0.218,240.95,11.6,0,0,17,0
"130097",2007-04-01,2019-11-03 08:16:00,3.218,0.274,241.01,13.6,0,0,18,0
"130098",2007-04-01,2019-11-03 08:17:00,2.82825,0.45,240,15,0,0,18,0
"130099",2007-04-01,2019-11-03 08:18:00,3.234,0.244,239.96,13.6,0,0,17,0
"130100",2007-04-01,2019-11-03 08:19:00,2.9623,0.168,240.26,12.8,0,0,18,0
"130101",2007-04-01,2019-11-03 08:20:00,3.0259,0.17,240.28,12.4,0,0,18,0
"130102",2007-04-01,2019-11-03 08:21:00,3.08265,0.17,240.16,12.6,0,0,18,0
"130103",2007-04-01,2019-11-03 08:22:00,2.836,0.17,240.08,11.8,0,0,17,0
"130104",2007-04-01,2019-11-03 08:23:00,3.174,0.17,240.82,13.2,0,0,18,0
"130105",2007-04-01,2019-11-03 08:24:00,3.18325,0.176,241.73,12.2,0,0,18,0
"130106",2007-04-01,2019-11-03 08:25:00,3.2037,0.184,242.36,9.8,0,0,18,0
"130107",2007-04-01,2019-11-03 08:26:00,2.346,0.178,241.08,9.6,0,0,18,0
"130108",2007-04-01,2019-11-03 08:27:00,1.978,0.184,241.51,8.2,0,0,18,0
"130109",2007-04-01,2019-11-03 08:28:00,1.604,0,242.41,6.6,0,0,18,0
"130110",2007-04-01,2019-11-03 08:29:00,3.1533,0.048,242.7,6.4,0,0,18,0
"130111",2007-04-01,2019-11-03 08:30:00,3.11955,0.048,242.3,6.4,0,0,18,0
"130112",2007-04-01,2019-11-03 08:31:00,1.578,0.048,242.68,6.4,0,0,18,0
"130113",2007-04-01,2019-11-03 08:32:00,1.576,0.048,242.45,6.4,0,0,18,0
"130114",2007-04-01,2019-11-03 08:33:00,1.576,0.048,242.49,6.4,0,0,18,0
"130115",2007-04-01,2019-11-03 08:34:00,2.9819,0.048,242.52,6.4,0,0,18,0
"130116",2007-04-01,2019-11-03 08:35:00,1.574,0.05,242.33,6.4,0,0,18,0
"130117",2007-04-01,2019-11-03 08:36:00,1.574,0.05,242.26,6.4,0,0,18,0
"130118",2007-04-01,2019-11-03 08:37:00,2.89675,0.05,241.99,6.4,0,0,18,0
"130119",2007-04-01,2019-11-03 08:38:00,1.57,0.05,241.9,6.4,0,0,18,0
"130120",2007-04-01,2019-11-03 08:39:00,2.89035,0.048,242.71,6.8,0,0,18,0
"130121",2007-04-01,2019-11-03 08:40:00,2.8869,0.074,242.45,6.8,0,2,18,0
"130122",2007-04-01,2019-11-03 08:41:00,1.67,0.078,243.44,6.8,0,1,18,0
"130123",2007-04-01,2019-11-03 08:42:00,1.664,0.076,243,6.8,0,1,18,0
"130124",2007-04-01,2019-11-03 08:43:00,1.658,0.074,242.4,6.8,0,2,18,0
"130125",2007-04-01,2019-11-03 08:44:00,1.724,0.072,241.75,7,0,1,18,0
"130126",2007-04-01,2019-11-03 08:45:00,1.672,0.068,240.98,6.8,0,2,18,0
"130127",2007-04-01,2019-11-03 08:46:00,1.726,0.07,241.41,7,0,1,17,0
"130128",2007-04-01,2019-11-03 08:47:00,2.6115,0.066,241.45,8.2,0,1,18,0
"130129",2007-04-01,2019-11-03 08:48:00,2.042,0.062,240.52,8.4,0,2,18,0
"130130",2007-04-01,2019-11-03 08:49:00,1.872,0.068,241.41,7.6,0,1,18,0
"130131",2007-04-01,2019-11-03 08:50:00,2.43315,0.066,241.08,7.6,0,2,18,0
"130132",2007-04-01,2019-11-03 08:51:00,1.88,0.064,240.57,7.8,0,1,17,0
"130133",2007-04-01,2019-11-03 08:52:00,2.391,0.06,239.94,8,0,1,18,0
"130134",2007-04-01,2019-11-03 08:53:00,1.882,0.062,239.99,7.8,0,2,18,0
"130135",2007-04-01,2019-11-03 08:54:00,1.99,0.168,240.73,8.2,0,1,17,0
"130136",2007-04-01,2019-11-03 08:55:00,2.32705,0.196,240.55,8.6,0,1,18,0
"130137",2007-04-01,2019-11-03 08:56:00,2.05,0.196,240.51,8.4,0,2,18,0
"130138",2007-04-01,2019-11-03 08:57:00,2.2539,0.204,241.33,7.6,0,1,18,0
"130139",2007-04-01,2019-11-03 08:58:00,2.2219,0.202,241.34,8,0,1,18,0
"130140",2007-04-01,2019-11-03 08:59:00,1.976,0.242,240.8,8.2,0,1,17,0
"130141",2007-04-01,2019-11-03 09:00:00,1.936,0.3,240.43,8,0,2,18,0
"130142",2007-04-01,2019-11-03 09:01:00,1.984,0.3,240.29,8.6,0,1,18,0
"130143",2007-04-01,2019-11-03 09:02:00,1.632,0.306,240.76,6.8,0,1,17,0
"130144",2007-04-01,2019-11-03 09:03:00,1.53,0.308,240.9,6.4,0,1,18,0
"130145",2007-04-01,2019-11-03 09:04:00,2.03595,0.308,240.78,6.4,0,1,18,0
"130146",2007-04-01,2019-11-03 09:05:00,1.52,0.306,240.34,6.4,0,2,18,0
"130147",2007-04-01,2019-11-03 09:06:00,1.518,0.306,240.42,6.4,0,1,17,0
"130148",2007-04-01,2019-11-03 09:07:00,1.9828,0.31,241.1,6.4,0,1,18,0
"130149",2007-04-01,2019-11-03 09:08:00,1.98085,0.312,241.4,6.4,0,1,18,0
"130150",2007-04-01,2019-11-03 09:09:00,1.518,0.308,240.75,6.4,0,1,18,0
"130151",2007-04-01,2019-11-03 09:10:00,1.432,0.196,239.89,6,0,2,18,0
"130152",2007-04-01,2019-11-03 09:11:00,1.42,0.174,240.58,5.8,0,1,17,0
"130153",2007-04-01,2019-11-03 09:12:00,1.96805,0.176,241.03,5.8,0,1,18,0
"130154",2007-04-01,2019-11-03 09:13:00,1.39,0.12,241.36,5.8,0,1,18,0
"130155",2007-04-01,2019-11-03 09:14:00,1.9581,0.076,241.92,5.6,0,1,18,0
"130156",2007-04-01,2019-11-03 09:15:00,1.45,0.056,241.1,6,0,1,18,0
"130157",2007-04-01,2019-11-03 09:16:00,1.9515,0.056,240.68,5.8,0,2,17,0
"130158",2007-04-01,2019-11-03 09:17:00,1.9547,0,240.19,7,0,1,18,0
"130159",2007-04-01,2019-11-03 09:18:00,1.95785,0,240.06,7,0,1,18,0
"130160",2007-04-01,2019-11-03 09:19:00,1.95895,0,240.39,7,0,1,17,0
"130161",2007-04-01,2019-11-03 09:20:00,1.96015,0.046,240.83,7,0,1,18,0
"130162",2007-04-01,2019-11-03 09:21:00,1.9612,0.046,241.43,7,0,1,18,0
"130163",2007-04-01,2019-11-03 09:22:00,1.71,0.046,241.23,7,0,2,18,0
"130164",2007-04-01,2019-11-03 09:23:00,1.9635,0,240.76,7,0,1,18,0
"130165",2007-04-01,2019-11-03 09:24:00,1.9631,0,241.26,7,0,1,18,0
"130166",2007-04-01,2019-11-03 09:25:00,1.632,0.062,240.5,6.8,0,0,17,0
"130167",2007-04-01,2019-11-03 09:26:00,1.96005,0.056,241.49,6.8,0,0,18,0
"130168",2007-04-01,2019-11-03 09:27:00,1.9515,0.052,241.41,6.8,0,0,18,0
"130169",2007-04-01,2019-11-03 09:28:00,1.644,0,240.49,6.8,0,0,18,0
"130170",2007-04-01,2019-11-03 09:29:00,1.93565,0,239.77,6.8,0,0,17,0
"130171",2007-04-01,2019-11-03 09:30:00,1.622,0,238.64,6.8,0,0,18,0
"130172",2007-04-01,2019-11-03 09:31:00,1.9234,0,239.15,6.8,0,0,17,0
"130173",2007-04-01,2019-11-03 09:32:00,1.9152,0,238.32,6.8,0,0,18,0
"130174",2007-04-01,2019-11-03 09:33:00,1.618,0,238.31,6.8,0,0,17,0
"130175",2007-04-01,2019-11-03 09:34:00,1.89995,0,240.39,6.8,0,0,18,0
"130176",2007-04-01,2019-11-03 09:35:00,1.88825,0,239.19,6.8,0,0,17,0
"130177",2007-04-01,2019-11-03 09:36:00,1.656,0,239.31,6.8,0,0,18,0
"130178",2007-04-01,2019-11-03 09:37:00,1.8763,0.09,239.13,7.2,0,0,17,0
"130179",2007-04-01,2019-11-03 09:38:00,1.734,0.09,239.22,7.2,0,0,18,0
"130180",2007-04-01,2019-11-03 09:39:00,1.728,0.09,238.93,7.2,0,0,18,0
"130181",2007-04-01,2019-11-03 09:40:00,1.722,0.088,238.55,7.2,0,0,17,0
"130182",2007-04-01,2019-11-03 09:41:00,1.72,0.086,238.45,7.2,0,0,17,0
"130183",2007-04-01,2019-11-03 09:42:00,1.706,0.084,237.64,7.2,0,0,18,0
"130184",2007-04-01,2019-11-03 09:43:00,1.706,0.084,238.13,7,0,0,17,0
"130185",2007-04-01,2019-11-03 09:44:00,1.8636,0.088,238.84,7.2,0,0,18,0
"130186",2007-04-01,2019-11-03 09:45:00,1.694,0.082,237.3,7,0,0,17,0
"130187",2007-04-01,2019-11-03 09:46:00,1.87405,0.164,236.42,7.4,0,0,17,0
"130188",2007-04-01,2019-11-03 09:47:00,1.752,0.176,236.03,7.4,0,0,17,0
"130189",2007-04-01,2019-11-03 09:48:00,1.88515,0.174,235.42,7.4,0,0,17,0
"130190",2007-04-01,2019-11-03 09:49:00,1.89125,0.182,236.92,7.4,0,0,17,0
"130191",2007-04-01,2019-11-03 09:50:00,1.89985,0.184,237.64,7.4,0,0,18,0
"130192",2007-04-01,2019-11-03 09:51:00,1.9084,0.18,236.72,7.4,0,0,17,0
"130193",2007-04-01,2019-11-03 09:52:00,1.9169,0.174,237.85,7.4,0,0,17,0
"130194",2007-04-01,2019-11-03 09:53:00,1.92445,0.06,238.7,7,0,0,18,0
"130195",2007-04-01,2019-11-03 09:54:00,1.684,0.058,238.31,7,0,0,17,0
"130196",2007-04-01,2019-11-03 09:55:00,1.9388,0.064,240.45,7,0,0,18,0
"130197",2007-04-01,2019-11-03 09:56:00,1.9452,0.06,239.32,7,0,0,17,0
"130198",2007-04-01,2019-11-03 09:57:00,1.7,0.062,240.12,7,0,0,18,0
"130199",2007-04-01,2019-11-03 09:58:00,1.684,0,240.43,7,0,0,18,0
"130200",2007-04-01,2019-11-03 09:59:00,1.94435,0,240.42,7,0,0,17,0
"140041",2007-04-08,2019-11-03 06:00:00,2.46105,0.098,240.32,3.4,0,2,0,0
"140042",2007-04-08,2019-11-03 06:01:00,2.42665,0.098,240.58,3.8,0,1,0,0
"140043",2007-04-08,2019-11-03 06:02:00,2.39315,0.1,241.21,3.8,0,2,0,0
"140044",2007-04-08,2019-11-03 06:03:00,2.3597,0.098,241.02,3.8,0,1,0,0
"140045",2007-04-08,2019-11-03 06:04:00,0.99,0.096,240.68,4,0,1,0,0
"140046",2007-04-08,2019-11-03 06:05:00,2.29545,0.098,241.18,4,0,2,0,0
"140047",2007-04-08,2019-11-03 06:06:00,0.878,0.102,241.64,3.6,0,1,0,0
"140048",2007-04-08,2019-11-03 06:07:00,2.2261,0.102,241.6,3.6,0,2,0,0
"140049",2007-04-08,2019-11-03 06:08:00,0.866,0.1,241.06,3.6,0,1,0,0
"140050",2007-04-08,2019-11-03 06:09:00,0.862,0.098,240.36,3.6,0,1,0,0
"140051",2007-04-08,2019-11-03 06:10:00,2.1161,0.098,240.81,3.6,0,2,0,0
"140052",2007-04-08,2019-11-03 06:11:00,2.08,0.126,240.77,3.8,0,1,0,0
"140053",2007-04-08,2019-11-03 06:12:00,0.932,0.2,240.27,3.8,0,1,0,0
"140054",2007-04-08,2019-11-03 06:13:00,2.00905,0.2,240.36,3.8,0,2,0,0
"140055",2007-04-08,2019-11-03 06:14:00,1.97365,0.2,240.48,3.8,0,1,0,0
"140056",2007-04-08,2019-11-03 06:15:00,1.9386,0.202,240.92,3.8,0,1,0,0
"140057",2007-04-08,2019-11-03 06:16:00,1.90345,0.2,240.56,3.8,0,2,0,0
"140058",2007-04-08,2019-11-03 06:17:00,0.93,0.202,241.03,3.8,0,1,0,0
"140059",2007-04-08,2019-11-03 06:18:00,0.94,0.202,241.31,4,0,1,0,0
"140060",2007-04-08,2019-11-03 06:19:00,0.96,0.2,240.3,4,0,1,0,0
"140061",2007-04-08,2019-11-03 06:20:00,1.77645,0.2,239.64,5.2,0,2,0,0
"140062",2007-04-08,2019-11-03 06:21:00,1.268,0.202,239.92,5.2,0,1,0,0
"140063",2007-04-08,2019-11-03 06:22:00,1.262,0.2,239.3,5.2,0,1,0,0
"140064",2007-04-08,2019-11-03 06:23:00,1.69435,0.2,239.45,5.2,0,1,0,0
"140065",2007-04-08,2019-11-03 06:24:00,1.256,0.196,238.73,5.2,0,1,0,0
"140066",2007-04-08,2019-11-03 06:25:00,1.318,0.238,238.95,5.6,0,2,0,0
"140067",2007-04-08,2019-11-03 06:26:00,1.6127,0.23,239.77,5.4,0,1,0,0
"140068",2007-04-08,2019-11-03 06:27:00,1.91,0.222,238.96,9,0,1,0,0
"140069",2007-04-08,2019-11-03 06:28:00,1.62455,0.202,237.14,13.8,0,1,0,0
"140070",2007-04-08,2019-11-03 06:29:00,3.29,0.202,237.02,13.8,0,1,0,0
"140071",2007-04-08,2019-11-03 06:30:00,3.286,0.202,236.91,13.8,0,2,0,0
"140072",2007-04-08,2019-11-03 06:31:00,3.28,0.2,236.73,13.8,0,1,0,0
"140073",2007-04-08,2019-11-03 06:32:00,3.274,0.2,236.55,13.8,0,1,0,0
"140074",2007-04-08,2019-11-03 06:33:00,3.372,0.2,236.83,14.2,0,1,0,0
"140075",2007-04-08,2019-11-03 06:34:00,3.052,0.206,237.98,12.8,0,1,0,0
"140076",2007-04-08,2019-11-03 06:35:00,2.482,0.21,238.88,10.4,0,1,0,0
"140077",2007-04-08,2019-11-03 06:36:00,2.48,0.208,238.79,10.4,0,2,0,0
"140078",2007-04-08,2019-11-03 06:37:00,2.44,0.208,238.7,10.2,0,1,0,0
"140079",2007-04-08,2019-11-03 06:38:00,1.8091,0.206,238.24,10,0,1,0,0
"140080",2007-04-08,2019-11-03 06:39:00,2.406,0.206,238,10,0,1,0,0
"140081",2007-04-08,2019-11-03 06:40:00,1.8944,0.158,237.12,9.8,0,1,0,0
"140082",2007-04-08,2019-11-03 06:41:00,1.9297,0.076,238.2,9.6,0,1,0,0
"140083",2007-04-08,2019-11-03 06:42:00,1.9639,0.05,238.56,9.6,0,1,0,0
"140084",2007-04-08,2019-11-03 06:43:00,2.264,0,238.91,9.4,0,0,0,0
"140085",2007-04-08,2019-11-03 06:44:00,2.27,0,239.26,9.4,0,0,0,0
"140086",2007-04-08,2019-11-03 06:45:00,2.268,0,239.22,9.4,0,0,0,0
"140087",2007-04-08,2019-11-03 06:46:00,2.0956,0,238.82,9.4,0,0,0,0
"140088",2007-04-08,2019-11-03 06:47:00,2.1305,0,238.97,9.4,0,0,0,0
"140089",2007-04-08,2019-11-03 06:48:00,2.262,0,239.08,9.4,0,0,0,0
"140090",2007-04-08,2019-11-03 06:49:00,2.20075,0,239.96,9.4,0,0,0,0
"140091",2007-04-08,2019-11-03 06:50:00,2.2359,0,239.61,9.4,0,0,0,0
"140092",2007-04-08,2019-11-03 06:51:00,2.272,0,239.78,9.4,0,0,0,0
"140093",2007-04-08,2019-11-03 06:52:00,2.30405,0,240.16,9.4,0,0,0,0
"140094",2007-04-08,2019-11-03 06:53:00,2.33775,0,239.77,9.4,0,0,0,0
"140095",2007-04-08,2019-11-03 06:54:00,2.37115,0,239.13,9.4,0,0,0,0
"140096",2007-04-08,2019-11-03 06:55:00,2.404,0,238.05,9.4,0,0,0,0
"140097",2007-04-08,2019-11-03 06:56:00,2.43745,0,239.2,9.4,0,0,0,0
"140098",2007-04-08,2019-11-03 06:57:00,2.272,0,239.69,9.4,0,0,0,0
"140099",2007-04-08,2019-11-03 06:58:00,2.27,0,239.57,9.4,0,0,0,0
"140100",2007-04-08,2019-11-03 06:59:00,2.53835,0,239.13,9.6,0,0,0,0
"140101",2007-04-08,2019-11-03 07:00:00,2.56515,0.062,239.33,9.6,0,0,0,0
"140102",2007-04-08,2019-11-03 07:01:00,2.59225,0.064,239.7,9.8,0,0,0,0
"140103",2007-04-08,2019-11-03 07:02:00,2.61955,0.064,239.82,9.8,0,0,0,0
"140104",2007-04-08,2019-11-03 07:03:00,2.64665,0.064,239.32,9.8,0,0,0,0
"140105",2007-04-08,2019-11-03 07:04:00,2.356,0.066,240.01,9.8,0,0,0,0
"140106",2007-04-08,2019-11-03 07:05:00,2.70005,0.066,240.02,9.8,0,0,0,0
"140107",2007-04-08,2019-11-03 07:06:00,2.72615,0.066,240.07,9.6,0,0,0,0
"140108",2007-04-08,2019-11-03 07:07:00,2.368,0.076,240.19,9.8,0,0,0,0
"140109",2007-04-08,2019-11-03 07:08:00,2.71635,0.198,239.96,10.2,0,0,0,0
"140110",2007-04-08,2019-11-03 07:09:00,2.6953,0.196,239.79,10.2,0,0,0,0
"140111",2007-04-08,2019-11-03 07:10:00,2.456,0.2,240.12,10.2,0,0,0,0
"140112",2007-04-08,2019-11-03 07:11:00,2.412,0.12,240.67,10,0,0,0,0
"140113",2007-04-08,2019-11-03 07:12:00,2.376,0.094,239.59,9.8,0,0,0,0
"140114",2007-04-08,2019-11-03 07:13:00,2.382,0.096,239.9,9.8,0,0,0,0
"140115",2007-04-08,2019-11-03 07:14:00,2.374,0.094,239.64,9.8,0,0,0,0
"140116",2007-04-08,2019-11-03 07:15:00,2.5858,0.094,239.57,9.8,0,0,0,0
"140117",2007-04-08,2019-11-03 07:16:00,2.5831,0.094,239.93,9.8,0,0,0,0
"140118",2007-04-08,2019-11-03 07:17:00,1.808,0.104,241.03,8.4,0,0,0,0
"140119",2007-04-08,2019-11-03 07:18:00,0.32,0.13,243.5,1.4,0,0,0,0
"140120",2007-04-08,2019-11-03 07:19:00,0.318,0.128,243.08,1.4,0,0,0,0
"140121",2007-04-08,2019-11-03 07:20:00,0.324,0.126,242.69,1.4,0,0,0,0
"140122",2007-04-08,2019-11-03 07:21:00,0.324,0.128,243.1,1.4,0,0,0,0
"140123",2007-04-08,2019-11-03 07:22:00,0.324,0.128,243.03,1.4,0,0,0,0
"140124",2007-04-08,2019-11-03 07:23:00,2.26395,0.13,243.17,1.4,0,0,0,0
"140125",2007-04-08,2019-11-03 07:24:00,0.228,0,242.78,1,0,0,0,0
